FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
Abteilung,"分轄, ブランチ, 部隊, 支隊, コーナー, 部署, 障へい, 部門, 課, 分科, 部所, 門, 区分, 分隊, 部, 部, 部, 部, 庁, 一班, ディビジョン, ディビジョン, 仕切(り), 局, 室, 隊, 分割, 区画, 部局, セクション, 教室",,de-DE,ja-JP
Morgen,"{明日}, 午前, 昼前, あした, モーニング, 朝, a",,de-DE,ja-JP
fort,"…から離れて, 離れて",,de-DE,ja-JP
Deutsch,"ジャーマン, 独語, ドイツ語, 独文",,de-DE,ja-JP
Parlament,"公, 国会, 議院, 議会, パーラメント",,de-DE,ja-JP
Gut,"物, 農場, 財, 品, 商品, 宝",,de-DE,ja-JP
US-Dollar,"米貨, アメリカ･ドル, グリーン・バック",,de-DE,ja-JP
zweimal,"再び, 再度, 二重に, 二番, 両度, 二回, 倍, 2倍の",,de-DE,ja-JP
Analyse,"分析試験, 分析, 解剖, 分解, 分解, 解析, アナリシス, ブレークダウン, ブレイクダウン",,de-DE,ja-JP
einschließlich,"…をこめて, インクルーシブ",,de-DE,ja-JP
27,二十七,,de-DE,ja-JP
unterschiedlich,"別に, 違った, 別の, まちまちに, 差別的な, 差別的",,de-DE,ja-JP
Schaden,"打撃, 弊害, あだ, 損傷, 損亡, 不利益, と毒, 破損, 暴威, トラブル, 害悪, 損亡, 痛(み), 損害賠償金, 毒, 災害, 損害, 弊, 爪痕, 害, 故障, ダメージ, 創い, 惨害, 損壊, 損失, 害毒, 損, 損賠金, ブレークダウン, ブレイクダウン",,de-DE,ja-JP
genauso,"同じようにして, やぱ, 〈矢張〉(り), やっぱ, 矢っ張り, やっぱし",,de-DE,ja-JP
sichern,"保全する, 確かにする, 安固にする, 保存する, 強固にする, 警乗する, 保障する, 確保する, 安全化する, 安全にする",,de-DE,ja-JP
Anliegen,"懇望, 地続(き), 懇望, 所願, 乞(い), 懇請, 願い事, 懇願, 用件, 御用",,de-DE,ja-JP
Bezirk,"地区, 界, 区域, 域, こおり, エリア, ディビジョン, 地域, 管区, 区, 郡, 郡, 区画",,de-DE,ja-JP
Johannes,"ジョヴァンニ, ヨハネス",,de-DE,ja-JP
ISBN,"ISBN, 国際標準図書番号",,de-DE,ja-JP
fehlen,"抜ける, 抜け落ちる, 切れる, 欠場する, 不在である, 欠席する, 欠落する, 欠席している, 休む, 無い, 欠勤する, 不自由する, 欠ける, 落ちる, 欠けている, 欠かす, 失う, 漏れ落ちる, 欠く, 不参する, 欠如する, 歯抜けになっている",,de-DE,ja-JP
z,Z,,de-DE,ja-JP
Ministerium,"公署, 政府, 省, 官庁, 署, 官署",,de-DE,ja-JP
Roman,"小説, 創作, 物語, ノベル, はい史, ロマン, 小説作品",,de-DE,ja-JP
zuerst,"何よりも先に, ぶっつけに, 第一に, 先ずは, 真っ先に, 初めに, 最初は, 最初に, 第一, 第一, まず, まず先に, その前に, いち早い, 何にも増して",,de-DE,ja-JP
erfüllt,満ち足りた,,de-DE,ja-JP
km²,"平方キロメートル, 平方キロ",,de-DE,ja-JP
verfügen,"持つ, 訓令する, 処置する",,de-DE,ja-JP
außen,"外で, エクスターナル, 外, …外, 外に, 部外",,de-DE,ja-JP
Daniel,"ダニエル, ダニエル",,de-DE,ja-JP
Stimme,"音声, 声色, 音部, 声音, 音吐, ボイス, 票, 発言権, 息の根, 声音, パート, 喉, 音声, 声, ヴォイス",,de-DE,ja-JP
Post,"メイル, 駅逓, メール, 投稿, 郵便, 郵便物, 荷物, 便",,de-DE,ja-JP
Freistaat,"共和国, レパブリック, リパブリック, 自由州",,de-DE,ja-JP
Halle,"コンコース, ホール, ハレ, 大広間, {部屋}, お堂, 堂, 広間",,de-DE,ja-JP
Stefan,シュテファン,,de-DE,ja-JP
Großteil,"大方, 大体, 大体, 多く, 大部分, バルク",,de-DE,ja-JP
erhöhen,"向上させる, アップする, 宣揚する, 上げる, 上げる, 上げる, 上げる, 殖やす, 発揚する, 増す, 高める, 引(き)上げる, 累加する, 加える, 高くする, 高進させる, 積(み)増す",,de-DE,ja-JP
Neubau,"新築, 新造, 新館, 新家, 築浅",,de-DE,ja-JP
England,"英蘭, アルビオン, イングランド, エゲレス, イギリス, アルビヨン, 英国",,de-DE,ja-JP
Hoffnung,"積(も)り, ホープ, 嘱望, 見所, 目算, 光, エスポワール, 期待, 見込(み), 予想, 想望, 頼もしさ, 星, 心頼み, エスペランサ, 希望, 脈, 心当て, 願(い), 頼(み), 望(み), お願い, 抱負, アスピレーション, 当(て)事, 庶幾, 将来性, 太陽",,de-DE,ja-JP
Änderung,"改変, 手直し, 転移, 変換, 変更, リフォーム, 改(め), 変動, 編成替(え), 推移, 変転, 模様替(え), リビジョン, 変更点",,de-DE,ja-JP
Hessen,"ヘッセン州, ヘッセン",,de-DE,ja-JP
sinnvoll,"意味のある, 生産的, 意義のある, 有意義な, 実り多い, 実りの多い",,de-DE,ja-JP
Information,"報, インフォメーション, インフォメーション, 案内所, 一報, 広報, 言上, 参考, 案内所, 報知, 注進, 御案内, インフォ, 案内, 垂教, 案内係, 情報, 情報, 通知, 受付, インフォーメーション, インフォーメーション, 通報, 通信",,de-DE,ja-JP
a,"A, あ, A",,de-DE,ja-JP
angegeben,"表記の, 表示された",,de-DE,ja-JP
jemand,"誰か, 誰かある人, 〈何方〉, いい人, 身柄, 何人, 人, 何者かが, 者, 誰, たれ, ある人, た, ある者",,de-DE,ja-JP
Stil,"高雅さ, 方式, フォーム, 格調, 筆法, 作(り), 式, 手法, みやび, 法式, 型, 宗風, 様式, 様式, 高雅, 粋作(り), …風, 文体, シュティール, シュティール, スタイル, スタイル, スタイル, スタイル, 風格, 流, 構(え), 作風, 流儀, マニエール, マニエラ",,de-DE,ja-JP
Turm,"塔, 飛車, タワー, ルーク, 照明塔, 飛, 車, 車",,de-DE,ja-JP
Hamburger,"バーガー, ハンバーガー, ハンブルク市民",,de-DE,ja-JP
längst,"既に, つとに, とっくに, とうから, もはや",,de-DE,ja-JP
Sitzung,"弁論, 話(し)合い, 会議, 会, セッション, セッション, 協議会, 開期",,de-DE,ja-JP
Markus,"マルコ, マルクス",,de-DE,ja-JP
Erklärung,"申(し)訳, 議論, 演説, 釈明, ステートメント, 発言, 説明, 表示, メッセージ, 講述, 声明書, 言(い)訳, 言(い)訳, 説示, 言説, レクチャー, 解明, 宣告, 宣言, 叙説, 弁そ, 説明文, 論述, 申告, 声明, 主張, 布告, 弁解, 申(し)開(き), 講説, 解, 釈, 講説, 解釈, 発言, 言明, 陳弁, 解説, 陳述, キー, せん明, 申告書, 講説, 弁明, 表明, 説述, 申述, エクスプラネーション, レクチュア, アサーション, ディクレレーション",,de-DE,ja-JP
Somit,"体節, 原体節",,de-DE,ja-JP
Job,"稼(ぎ)口, ジョブ, アルバイト",,de-DE,ja-JP
Verbesserung,"タッチ･アップ, アップ, 上達, 推こう, 推考, 修正, 手直し, 増進, 補正, 修訂, バージョン･アップ, 訂正, さん改, 改良, 補筆, 改善, 向上, 加筆, 規, あか抜け, レベル･アップ, 矯正, 直し, 更正, 改正, 代(わ)り映え, 是正, 進境, ステップ・アップ, リビジョン, 月下推こう",,de-DE,ja-JP
Hinweis,"徴, 異見, 注意事項, 忠告, 参考, お断り, 注意記号, 意見, インストラクション, 示唆, 風示, 垂(れ)込(み), 暗示, ヒント, 手掛(か)り, 沙汰, 形跡, キュー, 指示, 謎, 指摘, エビデンス, 示唆, 風示",,de-DE,ja-JP
Bewerbung,"志願, 立候補, 出願, 願(い), 申(し)込み, 願い出, アプライ",,de-DE,ja-JP
Test,"経験, テスト, 実験, 瀬踏(み), 験, 試験, 考査, 試(み), 検査, しょう試",,de-DE,ja-JP
Fakultät,"学部, ファカルティー, 部, 部, ファカルティ, 階乗, 教授団, ファカルチー, ファクトリアル",,de-DE,ja-JP
FDP,"FDP, ドイツ自由民主党, ドイツ自民党",,de-DE,ja-JP
vermitteln,"口入れする, 取(り)持つ, 仲買をする, 調停する, 橋渡しをする, 仲立ちをする, 媒介する, 取(り)次ぐ, 分ける, 仲裁する, 仲介する, 口を利く, 仲人になる, 橋渡しする, 仲人をする, 介する, 周旋する, 取り持ちをする, あっ旋する, 橋を渡す, 取(り)成す, 取(り)結ぶ, 競取りする, 伝達する, 間に入る, 言いなしする, 介す, 取り次ぎをする, 間に立つ, 仲を取り持つ",,de-DE,ja-JP
Brandenburg,ブランデンブルク,,de-DE,ja-JP
Gedanken,"考え事, 意中, 襟懐, 所感, 心懐",,de-DE,ja-JP
Finanzierung,"金繰(り), ファイナンス, 提供, フィナンス, 金融, 資金繰(り), 融資, 資金提供",,de-DE,ja-JP
Verband,"連合会, 営団, 編隊, 部隊, 団結, 会, 包帯, アソシエーション, アソシエション, 総連合会, オーガニゼーション, 同盟, 連盟, 協会, 協会連合会, 連合体, 経営財団",,de-DE,ja-JP
Flughafen,"エア･ポート, 飛行機場, エア･ステーション, 空港, 飛行場",,de-DE,ja-JP
Tour,"巡回, 旅, 遠乗(り), 漫遊, 旅行, 回り, ツアー, 巡(り), 巡歴, 遊覧, き旅",,de-DE,ja-JP
soweit,"何て, そこまで",,de-DE,ja-JP
keiner,"二つとも…ではない, 両方",,de-DE,ja-JP
Pause,"息休(め), 切(れ)目, 一段落, 休憩, 絶(え)間, 休止, 合(い)間, 一時停止, 休み時間, 中入(り), 写(し), ブレイク, 間合(い), 刻(み), 刻(み), 骨休(め), 憩いの一時, ポーズ, 一服, 水, 休(み), ブレーク, 休止符, 自由時間, 休符, 透(き)写(し), 中断, 充電期間, 一区切(り), 休息, レスト, レスト, 待った, 敷(き)写(し), 句切(り), 引(き)写(し), 間隔, 休止法, リセス, 休止期間",,de-DE,ja-JP
Fahrt,"ドライブ, 渡航, 行(き), 行(き), 乗(り)付(け), 道, 走行, 運航, 便, 行き, 行き, 運行, ライド, ドライヴ",,de-DE,ja-JP
prüfen,"試験を行う, 試問する, 批判する, 当(た)る, 調べる, 考査する, 試験する, 調査する, 詮議する, 審査する, 検査する, 監査が入る, 閲する, 試す, 校閲する, 検分する, 改める, テストする, テストをする, けみする, 検閲する, 検する",,de-DE,ja-JP
19. Jahrhundert,一九世紀,,de-DE,ja-JP
Gesicht,"面立(ち), 視官, 首, 面, 面影, 顔, 見目, 面, メンツ, 顔面, 面, 幻影, 容貌, 顔付(き), 面付(き), 体面, 面差(し), マスク, 顔ばせ, 面部, 面, 御面相, 視覚, フエース, 面皮, 相好, フェイス, 目, 面体, 面目, フェース, 面貌, かんばせ, 面目, 面相, 面持(ち), 面輪, 眉目",,de-DE,ja-JP
schlecht,"かん悪な, 人悪な, 怪しい, 気持ち悪い, 劣悪な, 出来の悪い, 拙悪な, 不満な, せこい, 不良な, 性の悪い, 不正な, 拙悪に, 腹の黒い, 険悪な, {下手}な, あしき, あしき, へぼの, ノー･グー, 見っともない, 不可, あかん, 黒い, 黒い, 悪い, 悪い, 悪い, 〈不味〉い, 下等な, 芳しくない, 苦い, 不良の, 悪質の, 悪質の, 劣等な, 駄目, 駄目, 悪, 汚(な)い, 駄, 駄, 腐った, お粗末, バッド, 性悪の, お粗末な, あしざまに, 下等の, 良くない, 不可の, 悪質な, よこしまな, 良からぬ, 低品質の, 拙劣な, 空っ{下手}な, 人悪の, 見苦しい, 邪悪な, 粗末な, 弱い, へぼな, 由無い, 邪悪の, 根性悪の, へぼい",,de-DE,ja-JP
reichen,"股がる, 事足りる, 出す, 届く, 足りる, 及ぶ, 上げる, 上げる, 取る, 事足る",,de-DE,ja-JP
schön,"清朗な, 晴朗な, ファイン, ずいぶんな, すっきりと, プリティー, 晴れた, ナイス, ナイス, 見目麗しい, 快晴の, 器量のいい, うまい, 見事, 立派, 面白い, 美しい, 美麗な, 好, 佳良な, 良い, 奇麗な, 立派な, 秀麗な, 見事な, いい, 美貌の, かわいい, 明媚な, すっきり, すっきりした, 見目美しい, うららかな, 見目好い, すかっと, 面白味のある, 〈洒落〉た, 典麗な, 清朗, 晴れ晴れした, 器量のよい, ビューティフル, まいうー, まぶい, ラブリー, かわゆい, 白い, かわちい",,de-DE,ja-JP
bauen,"建てる, 構築する, 工事する, つる, こしらえる, 工作する, 構える, こさえる, 築造する, 作る, 普請する, 施工する, 建築する, つく, 組(み)立てる, 築く, 構成する, 建設する, 結ぶ, 造営する, 取(り)立てる, 建造する",,de-DE,ja-JP
Diskussion,"議論, 論, 審議, ディスカッション, 弁論, 討論, 議事, 論議, 討議, 論判, 討論会, 詮議, 対論, 問答, 言論, 議, 談義, 問対",,de-DE,ja-JP
Ablauf,"明(け), 手続(き), 経過, 経路, 排出口, 排水口, 満期, 流(れ), 放水",,de-DE,ja-JP
ausgeschlossen,もっての外の,,de-DE,ja-JP
Krankheit,"不快, 違例, 病, 病気, 病患, あ, 疾病, 不健康, 病魔, 不予, 不健全, 悩み, 歓楽, 御不例, いたつき, 不例, 物病み, 煩(い), 所労, 疾, 違和, 疾患, 邪気, ディジーズ",,de-DE,ja-JP
Verkauf,"発売, 荷さばき, 販売, 足, 売(れ), セールス, さばき, 売(れ)足, 売(り), 売(り)上(げ), セル, 営業, 売(り)渡(し), 売却, 売(れ)行(き), 売りさばき, トレード, 営業課, 売却処分, セリング",,de-DE,ja-JP
wirken,"響く, 作用が発現する, 働く, 活動する, 在職する, 差(し)響く, 奏する, 効を奏する, 反響する, 効能が現われる, 在職している, 波及する, 行動する, 効(き)目がある, 利く, 作用する, 影響する",,de-DE,ja-JP
voller,"…ずくめ, …尽(く)め",,de-DE,ja-JP
melden,"言う, 届けを出す, 通知する, 報じる, 報告する, 知らせる, 報道する, 急を告げる, 報ずる, 届ける, 届(け)出る, 言う, 知らしめる, 申し出す, 通報する",,de-DE,ja-JP
langsam,"のそりのそり, アダジオ, 間延びした, 重い, 間緩い, 静(か), 静かに, おもむろ, 柔々, 柔々, ちんたら, 手ぬるい, 柔々と, 緩り, 尻の重い, 漸次に, 愚図な, ぼつぼつ, ぐずぐずと, 緩慢な, 静々, 遅鈍な, 出足の遅い, まどろっこしい, 焦らずに, 間延びのした, とろくさい, ぬらぬらした, 漸進的に, 愚図愚図, のっそりと, 徐々に, ゆるりと, ぼてぼて, 遅々たる, のそのそ, ぼちぼち, 鈍臭い, のそのそした, 速力の遅い, 徐々, のそのそと, のっそり, ゆっくり, 足の遅い, ぼくぼくした, 緩(や)かな, アダージオ, 徐, ゆっくりと, 静かな, トロい, じりじり, そろそろ, 悠長な, スロー, もっさり, ようやく, 緩(や)か, まだるっこい, スローな, 遅々とした, 漸次, アダジョ, 遅く, 遅い, ようよう, アダージョ, 遅々, やおら, ぬるい, もたもた, おもむろに, 愚図愚図の, じわじわ, ゆるゆると, じわっと, 緩い, のろ臭い, のろい, ゆるゆる, 手重い, そろり, のろっこい, ゆっくりした, もさもさ, ねそねそ, ぽくぽく, まどろこしい, 間だるい, 漸進的",,de-DE,ja-JP
diskutiert,論議中,,de-DE,ja-JP
steigen,"増水する, 股がる, 乗る, 値上(が)りする, 上がる, 上る, 乗っかる, 伸びる, 高まる, 傾斜する, 手が上げる, 上(が)り出す, 増す, かさむ, 堅調である, 騰貴する, 上(が)り始める",,de-DE,ja-JP
Anfrage,"お問い合わせ, 承合, 設問, 要請, 引(き)合(い), 伺(い), 質問, 調査, 照会, 要求, 問(い)合(わ)せ",,de-DE,ja-JP
so viel,"くらい, それだけ, ぐらい",,de-DE,ja-JP
Ja,はっ,,de-DE,ja-JP
Auflage,"当(て)物, 発売部数, 賦課, 版, 出版部数, 生産数量, 発行部数, 部数, 〈鍍金〉, 大台, 発行物, 遵守事項",,de-DE,ja-JP
Fernsehen,"テレビジョン, 視聴, テレヴィジョン, テレビ, 聴視, TV, ビューイング",,de-DE,ja-JP
Zustimmung,"首肯, 認許, 承知, 呼応, パーミッション, 降心, 然諾, 賛成, いん可, 承認, 如是, アロアンス, 受諾, 高承, 是認, 認可, 納得, 佳賞, かのう, アローアンス, 同感, 賛意, 許諾, 承引, 諾了, 応, 諾意, 同意, 許し, 承諾, 了承, 得心, 賛同, 肯定, 諾, 裁可, 聴許, アロワンス, 認諾, 一致, 合点, コンプライアンス, アローワンス, サムズ・アップ, オプト・イン, コンセント",,de-DE,ja-JP
Akademie,"学会, 大学, アカデメイア, 学院, かん林院, アカデミー, 学校",,de-DE,ja-JP
Nordrhein-Westfalen,"ノルトライン･ヴェストファーレン, NRW州, ノルトライン･ウェストファーレン",,de-DE,ja-JP
kämpfen,"取っ組(み)合う, もがく, 一戦を交える, 太刀打ちする, 渡り合う, 争奪する, 殴り合いをしている, 立(ち)向かう, 合戦する, 戦闘を行う, ねじ合う, 会戦する, 取(り)組む, 闘争する, 争闘する, 争う, 戦いを交える, 戦う, 競闘する, 一戦交える, コンバットする, 取っ組む",,de-DE,ja-JP
Grüne,青さ,,de-DE,ja-JP
reduziert,"還元的, 還元的",,de-DE,ja-JP
Club,"クラブ, クラ",,de-DE,ja-JP
Vorgaben,オッズ,,de-DE,ja-JP
Großbritannien,"グレート･ブリテン島, エゲレス, グレート･ブリテン, 大英帝国, 合衆王国, ブリテン, 英国, イギリス本国, 大英",,de-DE,ja-JP
Geburtstag,"バース･デイ, 誕生日, 出生年月日, 初度, 誕しん, バース･デー, 誕日",,de-DE,ja-JP
